ORF	Gene
MAG65_17_4	Gene045716
MAG22_3_18	Gene045716
MAG27_17_35	Gene045716
MAG10_32_17	Gene045716
MAG46_7_5	Gene045716
MAG02_37_5	Gene045716
MAG24_6_115	Gene045716
MAG53_17_1	Gene045716
MAG12_4_85	Gene045717
MAG12_4_86	Gene045718
MAG35_7_3	Gene045718
MAG61_4_22	Gene045718
MAG11_3_186	Gene045718
MAG09_5_5	Gene045718
MAG48_1_847	Gene045718
MAG55_91_6	Gene045718
MAG24_6_113	Gene045718
MAG12_4_88	Gene045719
MAG12_4_89	Gene045720
MAG12_4_90	Gene045721
MAG12_4_91	Gene045722
MAG12_4_93	Gene045723
MAG12_4_94	Gene045724
MAG12_4_99	Gene045725
MAG12_11_52	Gene045725
MAG12_4_100	Gene045726
MAG12_4_101	Gene045727
MAG12_4_102	Gene045728
MAG12_4_103	Gene045729
MAG12_4_104	Gene045730
MAG12_4_105	Gene045731
MAG12_4_106	Gene045732
MAG12_4_107	Gene045733
MAG12_4_109	Gene045734
MAG12_4_110	Gene045735
MAG12_4_111	Gene045736
MAG09_1_258	Gene045736
MAG61_21_15	Gene045736
MAG33_1_49	Gene045736
MAG24_3_112	Gene045736
MAG11_7_36	Gene045736
MAG48_3_7	Gene045736
MAG55_33_13	Gene045736
MAG12_4_112	Gene045737
MAG12_4_113	Gene045738
MAG12_4_116	Gene045739
MAG12_4_117	Gene045740
MAG12_4_119	Gene045741
MAG12_4_120	Gene045742
MAG12_4_121	Gene045743
MAG12_4_122	Gene045744
MAG12_4_123	Gene045745
MAG12_4_124	Gene045746
MAG12_4_125	Gene045747
MAG12_4_126	Gene045748
MAG12_4_128	Gene045749
MAG12_4_129	Gene045750
MAG12_4_130	Gene045751
MAG12_4_131	Gene045752
MAG12_4_132	Gene045753
MAG12_4_133	Gene045754
MAG12_4_134	Gene045755
MAG12_4_135	Gene045756
MAG12_4_137	Gene045757
MAG35_1_53	Gene045757
MAG09_1_275	Gene045757
MAG24_10_14	Gene045757
MAG11_7_18	Gene045757
MAG48_4_38	Gene045757
MAG12_4_138	Gene045758
MAG12_4_139	Gene045759
MAG12_4_140	Gene045760
MAG12_4_141	Gene045761
MAG12_4_142	Gene045762
MAG50_57_11	Gene045762
MAG33_14_63	Gene045762
MAG33_45_25	Gene045762
MAG64_7_18	Gene045762
MAG12_4_144	Gene045763
MAG33_14_60	Gene045763
MAG50_57_14	Gene045763
MAG64_7_115	Gene045763
MAG09_3_86	Gene045763
MAG48_1_124	Gene045763
MAG11_1_330	Gene045763
MAG61_46_11	Gene045763
MAG24_8_78	Gene045763
MAG55_98_7	Gene045763
MAG12_4_145	Gene045764
MAG12_4_147	Gene045765
MAG13_139_2	Gene045766
MAG13_139_3	Gene045767
MAG13_139_5	Gene045768
MAG13_139_6	Gene045769
MAG13_140_1	Gene045770
MAG22_78_3	Gene045770
MAG13_140_2	Gene045771
MAG13_140_3	Gene045772
MAG13_141_1	Gene045773
MAG22_23_5	Gene045773
MAG13_142_1	Gene045774
MAG13_142_5	Gene045775
MAG13_143_4	Gene045776
MAG13_144_1	Gene045777
MAG13_144_3	Gene045778
MAG22_3_44	Gene045778
MAG26_6_56	Gene045778
MAG49_1_26	Gene045778
MAG43_13_17	Gene045778
MAG27_1_8	Gene045778
MAG67_29_2	Gene045778
MAG47_70_1	Gene045778
MAG13_145_1	Gene045779
MAG13_145_3	Gene045780
MAG13_146_1	Gene045781
MAG13_146_2	Gene045782
MAG65_10_4	Gene045782
MAG10_17_15	Gene045782
MAG43_13_26	Gene045782
MAG22_51_10	Gene045782
MAG27_17_65	Gene045782
MAG27_5_159	Gene045782
MAG53_23_55	Gene045782
MAG13_146_3	Gene045783
MAG13_146_4	Gene045784
MAG13_147_1	Gene045785
MAG13_147_2	Gene045786
MAG13_147_4	Gene045787
MAG13_147_5	Gene045788
MAG13_147_6	Gene045789
MAG13_148_1	Gene045790
MAG13_148_3	Gene045791
MAG13_149_1	Gene045792
MAG13_352_1	Gene045792
MAG13_149_3	Gene045793
MAG13_150_1	Gene045794
MAG13_150_2	Gene045795
MAG37_22_18	Gene045795
MAG13_150_3	Gene045796
MAG04_17_42	Gene045796
MAG28_5_62	Gene045796
MAG54_6_18	Gene045796
MAG13_150_4	Gene045797
MAG13_150_5	Gene045798
MAG13_151_3	Gene045799
MAG68_11_42	Gene045799
MAG69_3_19	Gene045799
MAG13_151_4	Gene045800
MAG13_152_2	Gene045801
MAG54_4_31	Gene045801
MAG13_152_3	Gene045802
MAG13_153_2	Gene045803
MAG04_6_18	Gene045803
MAG64_3_135	Gene045803
MAG54_43_19	Gene045803
MAG33_123_2	Gene045803
MAG28_27_28	Gene045803
MAG13_153_3	Gene045804
MAG13_154_3	Gene045805
MAG13_154_4	Gene045806
MAG13_155_1	Gene045807
MAG13_155_2	Gene045808
MAG22_70_6	Gene045808
MAG13_155_3	Gene045809
MAG13_155_4	Gene045810
MAG13_156_1	Gene045811
MAG13_156_2	Gene045812
MAG13_156_4	Gene045813
MAG13_157_1	Gene045814
MAG13_157_4	Gene045815
MAG13_158_1	Gene045816
MAG13_158_2	Gene045817
MAG13_158_3	Gene045818
MAG13_158_5	Gene045819
MAG13_159_1	Gene045820
MAG13_159_5	Gene045821
MAG13_160_1	Gene045822
MAG13_160_2	Gene045823
MAG13_160_3	Gene045824
MAG13_160_4	Gene045825
MAG13_161_2	Gene045826
MAG13_161_4	Gene045827
MAG13_162_1	Gene045828
MAG13_162_2	Gene045829
MAG13_162_3	Gene045830
MAG13_162_5	Gene045831
MAG53_41_11	Gene045831
MAG14_3_151	Gene045832
MAG14_3_152	Gene045833
MAG14_3_153	Gene045834
MAG14_3_154	Gene045835
MAG14_3_155	Gene045836
MAG14_3_156	Gene045837
MAG14_3_157	Gene045838
MAG14_3_159	Gene045839
MAG14_4_1	Gene045840
MAG14_4_2	Gene045841
MAG14_4_3	Gene045842
MAG14_4_7	Gene045843
MAG20_30_27	Gene045843
MAG25_599_2	Gene045843
MAG14_4_11	Gene045844
MAG14_4_12	Gene045845
MAG20_30_23	Gene045845
MAG51_49_5	Gene045845
MAG62_111_2	Gene045845
MAG25_544_2	Gene045845
MAG05_47_22	Gene045845
MAG41_204_3	Gene045845
MAG52_6_11	Gene045845
MAG60_41_22	Gene045845
MAG42_10_10	Gene045845
MAG14_4_14	Gene045846
MAG14_4_15	Gene045847
MAG14_4_23	Gene045848
MAG14_4_25	Gene045849
MAG57_65_6	Gene045849
MAG14_4_27	Gene045850
MAG14_4_28	Gene045851
MAG14_4_29	Gene045852
MAG14_4_31	Gene045853
MAG56_33_27	Gene045853
MAG14_4_32	Gene045854
MAG14_58_10	Gene045854
MAG14_4_33	Gene045855
MAG51_9_16	Gene045855
MAG14_4_36	Gene045856
MAG14_4_37	Gene045857
MAG14_4_38	Gene045858
MAG14_4_39	Gene045859
MAG14_4_40	Gene045860
MAG14_4_41	Gene045861
MAG14_4_48	Gene045862
MAG14_4_49	Gene045863
MAG14_4_50	Gene045864
MAG14_4_51	Gene045865
MAG14_4_52	Gene045866
MAG42_92_4	Gene045866
MAG25_75_2	Gene045866
MAG20_35_9	Gene045866
MAG14_4_54	Gene045867
MAG66_222_3	Gene045867
MAG20_35_11	Gene045867
MAG25_75_4	Gene045867
MAG05_3_125	Gene045867
MAG52_3_26	Gene045867
MAG60_126_3	Gene045867
MAG41_2_69	Gene045867
MAG14_4_56	Gene045868
MAG25_145_2	Gene045868
MAG20_35_14	Gene045868
MAG52_3_28	Gene045868
MAG05_3_127	Gene045868
MAG41_2_67	Gene045868
MAG60_126_5	Gene045868
MAG66_222_1	Gene045868
MAG14_4_57	Gene045869
MAG14_4_59	Gene045870
MAG14_4_60	Gene045871
MAG14_4_61	Gene045872
MAG14_4_64	Gene045873
MAG14_4_65	Gene045874
MAG14_4_67	Gene045875
MAG14_4_68	Gene045876
MAG14_4_69	Gene045877
MAG14_4_71	Gene045878
MAG45_164_2	Gene045878
MAG20_13_86	Gene045878
MAG62_14_25	Gene045878
MAG56_4_57	Gene045878
MAG03_275_3	Gene045878
MAG14_4_73	Gene045879
MAG14_4_75	Gene045880
MAG25_13_5	Gene045880
MAG62_17_3	Gene045880
MAG14_4_77	Gene045881
MAG42_478_4	Gene045881
MAG20_33_34	Gene045881
MAG34_143_2	Gene045881
MAG14_4_79	Gene045882
MAG14_4_81	Gene045883
MAG62_15_27	Gene045883
MAG14_4_83	Gene045884
MAG25_13_1	Gene045884
MAG05_3_15	Gene045884
MAG20_33_32	Gene045884
MAG41_188_6	Gene045884
MAG42_694_2	Gene045884
MAG52_44_19	Gene045884
MAG60_74_5	Gene045884
MAG62_65_7	Gene045884
MAG14_4_84	Gene045885
MAG20_33_31	Gene045885
MAG14_4_85	Gene045886
MAG45_20_8	Gene045886
MAG20_33_29	Gene045886
MAG62_65_9	Gene045886
MAG51_89_3	Gene045886
MAG14_4_88	Gene045887
MAG62_65_12	Gene045887
MAG20_33_23	Gene045887
MAG42_217_3	Gene045887
MAG14_25_11	Gene045888
MAG14_25_12	Gene045889
MAG14_25_22	Gene045890
MAG20_1_15	Gene045890
MAG51_141_1	Gene045890
MAG14_25_24	Gene045891
MAG20_1_13	Gene045891
MAG51_141_2	Gene045891
MAG62_9_43	Gene045891
MAG57_10_9	Gene045891
MAG23_26_10	Gene045891
MAG45_104_3	Gene045891
MAG56_63_18	Gene045891
MAG60_18_12	Gene045891
MAG42_18_7	Gene045891
MAG52_46_22	Gene045891
MAG05_17_9	Gene045891
MAG41_59_17	Gene045891
MAG29_11_37	Gene045891
MAG14_25_28	Gene045892
MAG14_25_29	Gene045893
MAG14_25_31	Gene045894
MAG14_25_34	Gene045895
MAG14_25_37	Gene045896
MAG42_261_4	Gene045896
MAG20_46_14	Gene045896
MAG31_360_2	Gene045896
MAG56_13_21	Gene045896
MAG41_153_11	Gene045896
MAG05_25_23	Gene045896
MAG14_25_38	Gene045897
MAG14_25_41	Gene045898
MAG14_25_42	Gene045899
MAG14_25_44	Gene045900
MAG14_25_47	Gene045901
MAG05_7_48	Gene045901
MAG20_28_54	Gene045901
MAG29_17_18	Gene045901
MAG14_25_48	Gene045902
MAG14_26_1	Gene045903
MAG14_26_3	Gene045904
MAG14_26_4	Gene045905
MAG14_26_5	Gene045906
MAG14_26_6	Gene045907
MAG14_26_7	Gene045908
MAG14_26_8	Gene045909
MAG14_26_9	Gene045910
MAG14_26_10	Gene045911
MAG14_26_11	Gene045912
MAG14_26_15	Gene045913
MAG14_1_28	Gene045913
MAG20_7_89	Gene045913
MAG14_26_16	Gene045914
MAG14_26_17	Gene045915
MAG41_4_22	Gene045915
MAG05_24_6	Gene045915
MAG52_11_7	Gene045915
MAG42_871_2	Gene045915
MAG14_26_20	Gene045916
MAG14_26_21	Gene045917
MAG29_27_45	Gene045917
MAG20_41_18	Gene045917
MAG19_151_4	Gene045917
MAG14_26_23	Gene045918
MAG20_41_17	Gene045918
MAG51_67_8	Gene045918
MAG62_113_3	Gene045918
MAG14_26_26	Gene045919
MAG21_120_7	Gene045919
MAG25_309_1	Gene045919
MAG14_26_28	Gene045920
MAG51_365_3	Gene045920
MAG56_8_3	Gene045920
MAG20_16_69	Gene045920
MAG42_248_4	Gene045920
MAG14_26_32	Gene045921
MAG14_26_35	Gene045922
MAG25_159_2	Gene045922
MAG14_26_36	Gene045923
MAG25_74_4	Gene045923
MAG14_26_39	Gene045924
MAG05_8_115	Gene045924
MAG14_26_40	Gene045925
MAG05_8_114	Gene045925
MAG14_26_41	Gene045926
MAG14_26_42	Gene045927
MAG41_8_4	Gene045927
MAG05_15_58	Gene045927
MAG14_32_26	Gene045927
MAG20_105_2	Gene045927
MAG41_325_2	Gene045927
MAG09_25_2	Gene045927
MAG41_101_18	Gene045927
MAG41_135_9	Gene045927
MAG62_1_14	Gene045927
MAG14_26_44	Gene045928
MAG14_26_45	Gene045929
MAG14_26_46	Gene045930
MAG14_26_47	Gene045931
MAG14_26_48	Gene045932
MAG14_26_49	Gene045933
MAG14_26_50	Gene045934
MAG14_27_4	Gene045935
MAG14_27_6	Gene045936
MAG14_27_7	Gene045937
MAG14_27_9	Gene045938
MAG62_33_3	Gene045938
MAG45_505_2	Gene045938
MAG14_27_11	Gene045939
MAG14_27_12	Gene045940
MAG14_27_13	Gene045941
MAG15_3_39	Gene045942
MAG15_3_40	Gene045943
MAG15_3_41	Gene045944
MAG15_3_42	Gene045945
MAG15_3_43	Gene045946
MAG15_3_44	Gene045947
MAG16_17_10	Gene045947
MAG18_383_1	Gene045947
MAG15_3_45	Gene045948
MAG15_3_46	Gene045949
MAG15_3_47	Gene045950
MAG15_3_49	Gene045951
MAG15_3_50	Gene045952
MAG15_3_51	Gene045953
MAG15_3_52	Gene045954
MAG15_3_53	Gene045955
MAG15_3_55	Gene045956
MAG15_3_56	Gene045957
MAG15_3_57	Gene045958
MAG15_3_59	Gene045959
MAG15_10_16	Gene045959
MAG15_57_10	Gene045959
MAG15_3_60	Gene045960
MAG15_3_61	Gene045961
MAG15_3_62	Gene045962
MAG15_3_63	Gene045963
MAG15_3_64	Gene045964
MAG15_3_65	Gene045965
MAG15_3_66	Gene045966
MAG15_3_69	Gene045967
MAG15_3_70	Gene045968
MAG15_3_71	Gene045969
MAG15_3_72	Gene045970
MAG15_3_73	Gene045971
MAG15_3_74	Gene045972
MAG15_3_75	Gene045973
MAG15_3_76	Gene045974
MAG15_3_78	Gene045975
MAG15_3_79	Gene045976
MAG15_3_80	Gene045977
MAG15_3_81	Gene045978
MAG15_3_82	Gene045979
MAG15_3_83	Gene045980
MAG15_3_84	Gene045981
MAG15_3_85	Gene045982
MAG15_3_86	Gene045983
MAG15_3_87	Gene045984
MAG15_3_88	Gene045985
MAG15_3_89	Gene045986
MAG15_3_90	Gene045987
MAG15_3_91	Gene045988
MAG15_3_92	Gene045989
MAG15_3_93	Gene045990
MAG15_3_96	Gene045991
MAG15_3_97	Gene045992
MAG15_3_103	Gene045992
MAG15_3_98	Gene045993
MAG15_3_99	Gene045994
MAG15_3_100	Gene045995
MAG15_3_101	Gene045996
MAG15_3_102	Gene045997
MAG15_3_104	Gene045998
MAG15_3_105	Gene045999
MAG15_3_106	Gene046000
MAG15_3_107	Gene046001
MAG15_3_108	Gene046002
MAG15_3_109	Gene046003
MAG15_3_110	Gene046004
MAG15_4_1	Gene046005
MAG15_4_2	Gene046006
MAG15_4_3	Gene046007
MAG15_4_4	Gene046008
MAG15_4_5	Gene046009
MAG15_4_6	Gene046010
MAG15_4_7	Gene046011
MAG15_4_8	Gene046012
MAG15_4_9	Gene046013
MAG15_4_10	Gene046014
MAG15_4_11	Gene046015
MAG15_4_12	Gene046016
MAG15_4_13	Gene046017
MAG15_4_14	Gene046018
MAG15_4_15	Gene046019
MAG15_4_16	Gene046020
MAG15_4_17	Gene046021
MAG15_4_18	Gene046022
MAG15_4_19	Gene046023
MAG15_4_20	Gene046024
MAG15_4_22	Gene046025
MAG15_4_23	Gene046026
MAG15_4_24	Gene046027
MAG15_4_25	Gene046028
MAG15_4_26	Gene046029
MAG15_4_27	Gene046030
MAG15_4_28	Gene046031
MAG15_42_14	Gene046032
MAG15_42_15	Gene046033
MAG15_42_16	Gene046034
MAG15_42_17	Gene046035
MAG15_42_18	Gene046036
MAG15_42_19	Gene046037
MAG15_42_20	Gene046038
MAG15_42_21	Gene046039
MAG15_42_22	Gene046040
MAG15_43_2	Gene046041
MAG15_43_3	Gene046042
MAG15_43_4	Gene046043
MAG15_43_5	Gene046044
MAG15_43_6	Gene046045
MAG15_43_7	Gene046046
MAG15_38_8	Gene046046
MAG15_43_8	Gene046047
MAG15_43_9	Gene046048
MAG15_43_10	Gene046049
MAG15_43_11	Gene046050
MAG15_43_12	Gene046051
MAG15_43_13	Gene046052
MAG15_43_14	Gene046053
MAG15_43_15	Gene046054
MAG15_44_1	Gene046055
MAG15_44_2	Gene046056
MAG15_44_3	Gene046057
MAG15_44_4	Gene046058
MAG15_44_5	Gene046059
MAG15_44_6	Gene046060
MAG15_44_7	Gene046061
MAG15_44_8	Gene046062
MAG15_44_9	Gene046063
MAG15_44_10	Gene046064
MAG15_44_11	Gene046065
MAG15_44_12	Gene046066
MAG15_44_14	Gene046067
MAG15_44_15	Gene046068
MAG15_44_16	Gene046069
MAG15_44_17	Gene046070
MAG15_44_18	Gene046071
MAG15_44_19	Gene046072
MAG15_45_2	Gene046073
MAG15_45_3	Gene046074
MAG15_45_4	Gene046075
MAG15_45_5	Gene046076
MAG15_45_6	Gene046077
MAG15_45_7	Gene046078
MAG15_45_9	Gene046079
MAG15_45_10	Gene046080
MAG15_45_11	Gene046081
MAG15_45_12	Gene046082
MAG15_45_13	Gene046083
MAG15_45_14	Gene046084
MAG15_45_15	Gene046085
MAG15_45_16	Gene046086
MAG15_46_1	Gene046087
MAG15_46_2	Gene046088
MAG15_46_3	Gene046089
MAG15_46_5	Gene046090
MAG15_46_6	Gene046091
MAG15_46_8	Gene046092
MAG15_46_9	Gene046093
MAG15_46_10	Gene046094
MAG15_46_11	Gene046095
MAG15_46_12	Gene046096
MAG15_46_13	Gene046097
MAG15_46_14	Gene046098
MAG15_46_15	Gene046099
MAG15_47_1	Gene046100
MAG15_47_2	Gene046101
MAG15_47_4	Gene046102
MAG15_47_5	Gene046103
MAG15_47_6	Gene046104
MAG15_47_7	Gene046105
MAG15_47_8	Gene046106
MAG15_47_9	Gene046107
MAG15_47_10	Gene046108
MAG15_47_11	Gene046109
MAG15_47_12	Gene046110
MAG15_47_13	Gene046111
MAG15_48_1	Gene046112
MAG15_48_2	Gene046113
MAG15_48_3	Gene046114
MAG15_48_4	Gene046115
MAG15_48_5	Gene046116
MAG15_48_6	Gene046117
MAG15_48_7	Gene046118
MAG15_48_8	Gene046119
MAG15_48_9	Gene046120
MAG15_48_10	Gene046121
MAG15_48_11	Gene046122
MAG15_48_12	Gene046123
MAG15_48_13	Gene046124
MAG16_40_13	Gene046125
MAG16_40_14	Gene046126
MAG16_40_15	Gene046127
MAG16_40_16	Gene046128
MAG16_40_17	Gene046129
MAG16_40_18	Gene046130
MAG16_40_19	Gene046131
MAG16_40_21	Gene046132
MAG16_41_1	Gene046133
MAG16_41_2	Gene046134
MAG16_41_3	Gene046135
MAG16_41_4	Gene046136
MAG16_41_5	Gene046137
MAG16_41_6	Gene046138
MAG16_41_7	Gene046139
MAG16_41_8	Gene046140
MAG16_41_9	Gene046141
MAG16_41_10	Gene046142
MAG16_41_11	Gene046143
MAG16_41_12	Gene046144
MAG16_41_13	Gene046145
MAG16_42_2	Gene046146
MAG16_42_3	Gene046147
MAG16_42_4	Gene046148
MAG16_42_5	Gene046149
MAG16_42_6	Gene046150
MAG16_42_7	Gene046151
MAG16_42_8	Gene046152
MAG40_6_56	Gene046152
MAG05_8_75	Gene046152
MAG41_25_26	Gene046152
MAG18_339_2	Gene046152
MAG56_65_1	Gene046152
MAG62_54_17	Gene046152
MAG59_6_141	Gene046152
MAG16_42_9	Gene046153
MAG16_42_10	Gene046154
MAG16_42_11	Gene046155
MAG16_42_12	Gene046156
MAG16_42_13	Gene046157
MAG16_42_14	Gene046158
MAG16_42_15	Gene046159
MAG16_43_2	Gene046160
MAG16_43_3	Gene046161
MAG16_43_4	Gene046162
MAG16_43_5	Gene046163
MAG16_43_6	Gene046164
MAG16_43_7	Gene046165
MAG16_43_8	Gene046166
MAG16_43_9	Gene046167
MAG16_43_10	Gene046168
MAG16_43_11	Gene046169
MAG16_43_13	Gene046170
MAG59_1_70	Gene046170
MAG06_2_125	Gene046170
MAG16_44_1	Gene046171
MAG16_44_2	Gene046172
MAG16_44_3	Gene046173
MAG16_44_4	Gene046174
MAG16_44_5	Gene046175
MAG16_44_6	Gene046176
MAG16_44_7	Gene046177
MAG16_44_8	Gene046178
MAG16_44_9	Gene046179
MAG16_44_10	Gene046180
MAG16_44_11	Gene046181
MAG16_44_12	Gene046182
MAG16_44_13	Gene046183
MAG16_44_14	Gene046184
MAG16_44_15	Gene046185
MAG16_44_16	Gene046186
MAG16_44_17	Gene046187
MAG16_44_18	Gene046188
MAG16_45_1	Gene046189
MAG16_45_2	Gene046190
MAG16_45_3	Gene046191
MAG16_45_4	Gene046192
MAG16_45_5	Gene046193
MAG16_45_6	Gene046194
MAG16_45_7	Gene046195
MAG16_45_8	Gene046196
MAG16_45_9	Gene046197
MAG16_46_1	Gene046198
MAG16_46_2	Gene046199
MAG16_46_3	Gene046200
MAG16_46_4	Gene046201
MAG16_46_5	Gene046202
MAG16_46_6	Gene046203
MAG16_46_7	Gene046204
MAG16_46_8	Gene046205
MAG16_46_9	Gene046206
MAG16_46_10	Gene046207
MAG16_46_11	Gene046208
MAG16_46_12	Gene046209
MAG16_46_13	Gene046210
MAG16_46_14	Gene046211
MAG16_46_15	Gene046212
MAG16_47_1	Gene046213
MAG16_47_2	Gene046214
MAG16_47_4	Gene046215
MAG16_47_5	Gene046216
MAG16_47_6	Gene046217
MAG17_22_10	Gene046218
MAG54_27_12	Gene046218
MAG67_9_29	Gene046218
MAG10_34_9	Gene046218
MAG17_22_11	Gene046219
MAG17_22_12	Gene046220
MAG17_22_13	Gene046221
MAG17_22_14	Gene046222
MAG17_22_15	Gene046223
MAG17_22_29	Gene046224
MAG17_23_1	Gene046225
MAG17_23_8	Gene046226
MAG10_8_36	Gene046226
MAG22_20_29	Gene046226
MAG27_28_6	Gene046226
MAG33_69_5	Gene046226
MAG47_54_9	Gene046226
MAG50_29_5	Gene046226
MAG17_23_11	Gene046227
MAG26_5_16	Gene046227
MAG44_23_10	Gene046227
MAG10_9_34	Gene046227
MAG46_12_31	Gene046227
MAG02_24_14	Gene046227
MAG67_27_11	Gene046227
MAG49_27_17	Gene046227
MAG22_42_19	Gene046227
MAG63_2_11	Gene046227
MAG27_6_128	Gene046227
MAG17_23_12	Gene046228
MAG17_23_16	Gene046229
MAG28_11_43	Gene046229
MAG13_203_2	Gene046229
MAG54_18_27	Gene046229
MAG04_6_17	Gene046229
MAG67_4_22	Gene046229
MAG49_20_17	Gene046229
MAG44_1_27	Gene046229
MAG02_10_21	Gene046229
MAG10_10_56	Gene046229
MAG46_8_75	Gene046229
MAG37_1_6	Gene046229
MAG17_23_20	Gene046230
MAG47_6_50	Gene046230
MAG26_12_6	Gene046230
MAG22_12_24	Gene046230
MAG44_8_36	Gene046230
MAG37_16_10	Gene046230
MAG53_54_8	Gene046230
MAG24_3_11	Gene046230
MAG33_33_3	Gene046230
MAG43_7_30	Gene046230
MAG46_1_38	Gene046230
MAG50_99_9	Gene046230
MAG55_1_18	Gene046230
MAG61_32_11	Gene046230
MAG64_11_6	Gene046230
MAG67_51_2	Gene046230
MAG69_9_9	Gene046230
MAG09_1_138	Gene046230
MAG17_23_22	Gene046231
MAG17_23_23	Gene046232
MAG17_23_26	Gene046233
MAG17_23_27	Gene046234
MAG17_23_28	Gene046235
MAG17_23_30	Gene046236
MAG28_10_25	Gene046236
MAG04_37_6	Gene046236
MAG54_3_76	Gene046236
MAG69_18_26	Gene046236
MAG50_115_4	Gene046236
MAG53_38_12	Gene046236
MAG47_14_21	Gene046236
MAG33_40_18	Gene046236
MAG37_9_18	Gene046236
MAG17_23_31	Gene046237
MAG17_24_1	Gene046238
MAG17_24_2	Gene046239
MAG17_24_3	Gene046240
MAG17_24_6	Gene046241
MAG17_24_7	Gene046242
MAG17_24_8	Gene046243
MAG17_24_9	Gene046244
MAG17_24_10	Gene046245
MAG26_2_100	Gene046245
MAG27_28_28	Gene046245
MAG50_2_56	Gene046245
MAG67_20_13	Gene046245
MAG22_84_4	Gene046245
MAG33_1_8	Gene046245
MAG43_54_6	Gene046245
MAG63_157_4	Gene046245
MAG49_19_25	Gene046245
MAG04_7_8	Gene046245
MAG28_4_32	Gene046245
MAG54_53_10	Gene046245
MAG69_1_40	Gene046245
MAG10_34_6	Gene046245
MAG44_3_133	Gene046245
MAG46_10_46	Gene046245
MAG47_8_48	Gene046245
MAG65_144_1	Gene046245
MAG64_11_67	Gene046245
MAG68_92_4	Gene046245
MAG37_22_14	Gene046245
MAG53_33_43	Gene046245
MAG18_27_9	Gene046245
MAG17_24_12	Gene046246
MAG17_24_13	Gene046247
MAG17_24_17	Gene046248
MAG33_143_1	Gene046248
MAG17_24_19	Gene046249
MAG37_9_11	Gene046249
MAG17_24_20	Gene046250
MAG17_25_4	Gene046251
MAG17_25_5	Gene046252
MAG17_25_6	Gene046253
MAG17_25_7	Gene046254
MAG17_25_8	Gene046255
MAG17_25_11	Gene046256
MAG27_5_37	Gene046256
MAG68_78_1	Gene046256
MAG17_25_16	Gene046257
MAG37_10_9	Gene046257
MAG28_8_83	Gene046257
MAG68_31_7	Gene046257
MAG04_6_104	Gene046257
MAG35_6_33	Gene046257
MAG10_1_16	Gene046257
MAG47_8_53	Gene046257
MAG69_22_23	Gene046257
MAG26_45_2	Gene046257
MAG43_18_16	Gene046257
MAG46_2_35	Gene046257
MAG49_43_6	Gene046257
MAG53_47_8	Gene046257
MAG54_41_4	Gene046257
MAG65_42_3	Gene046257
MAG44_1_157	Gene046257
MAG13_117_4	Gene046257
MAG17_25_17	Gene046258
MAG17_25_18	Gene046259
MAG17_25_20	Gene046260
MAG17_25_21	Gene046261
MAG18_131_1	Gene046262
MAG18_131_2	Gene046263
MAG18_131_3	Gene046264
MAG18_131_4	Gene046265
MAG18_131_5	Gene046266
MAG18_132_1	Gene046267
MAG18_132_2	Gene046268
MAG18_132_3	Gene046269
MAG18_132_4	Gene046270
MAG18_132_5	Gene046271
MAG18_132_6	Gene046272
MAG18_132_7	Gene046273
MAG18_133_1	Gene046274
MAG18_133_2	Gene046275
MAG18_133_3	Gene046276
MAG18_133_4	Gene046277
MAG18_133_5	Gene046278
MAG18_133_6	Gene046279
MAG18_133_7	Gene046280
MAG18_134_1	Gene046281
MAG18_134_3	Gene046282
MAG18_134_4	Gene046283
MAG18_134_5	Gene046284
MAG18_3_15	Gene046284
MAG18_14_2	Gene046284
MAG18_3_16	Gene046284
MAG18_134_6	Gene046284
MAG18_134_8	Gene046285
MAG18_135_1	Gene046286
MAG18_135_2	Gene046287
MAG18_135_3	Gene046288
MAG18_135_4	Gene046289
MAG18_136_1	Gene046290
MAG18_136_2	Gene046291
MAG18_136_3	Gene046292
MAG18_136_4	Gene046293
MAG18_137_1	Gene046294
MAG18_137_2	Gene046295
MAG18_137_3	Gene046296
MAG18_137_4	Gene046297
MAG18_137_5	Gene046298
MAG18_137_6	Gene046299
MAG18_137_7	Gene046300
MAG18_137_8	Gene046301
MAG18_138_1	Gene046302
MAG18_138_2	Gene046303
MAG18_138_3	Gene046304
MAG18_138_4	Gene046305
MAG18_138_5	Gene046306
MAG18_139_1	Gene046307
MAG18_139_2	Gene046308
MAG18_139_3	Gene046309
MAG18_139_4	Gene046310
MAG18_139_5	Gene046311
MAG18_139_6	Gene046312
MAG18_140_1	Gene046313
MAG18_140_2	Gene046314
MAG18_140_3	Gene046315
MAG18_140_4	Gene046316
MAG18_140_5	Gene046317
MAG18_140_6	Gene046318
MAG18_141_1	Gene046319
MAG18_141_2	Gene046320
MAG18_141_3	Gene046321
MAG18_141_4	Gene046322
MAG18_142_1	Gene046323
MAG18_142_2	Gene046324
MAG18_142_3	Gene046325
MAG18_143_2	Gene046326
MAG18_143_3	Gene046327
MAG19_37_1	Gene046327
MAG18_143_4	Gene046328
MAG18_143_5	Gene046329
MAG18_143_6	Gene046330
MAG18_144_1	Gene046331
MAG18_144_2	Gene046332
MAG18_144_3	Gene046333
MAG18_144_4	Gene046334
MAG18_144_5	Gene046335
MAG18_144_6	Gene046336
MAG18_144_7	Gene046337
MAG18_144_8	Gene046338
MAG18_145_1	Gene046339
MAG18_145_2	Gene046340
